priority,brand,model,variant,platform,launch_price,official_store,product_url,public_price,gov_price,billion_subsidy_price,evidence_path,review_status,reviewer
MEDIUM,OPPO,OPPO Find X8 Ultra,12GB+256,pdd,,,,,,,,pending,
MEDIUM,OPPO,OPPO Find X8 Ultra,16GB+512,jd,,,,,,,,pending,
MEDIUM,OPPO,OPPO Find X8 Ultra,16GB+512,tmall,,,,,,,,pending,
MEDIUM,OPPO,OPPO Find X8 Ultra,16GB+512,pdd,,,,,,,,pending,
MEDIUM,OPPO,OPPO Find X9 Pro 卫星通信版,12GB+512,jd,,,,,,,,pending,
MEDIUM,OPPO,OPPO Find X9 Pro 卫星通信版,12GB+512,tmall,,,,,,,,pending,
MEDIUM,OPPO,OPPO Find X9 Pro 卫星通信版,12GB+512,pdd,,,,,,,,pending,
MEDIUM,OPPO,OPPO Find X9 Pro 卫星通信版,16GB+1TB,jd,,,,,,,,pending,
MEDIUM,OPPO,OPPO Find X9 Pro 卫星通信版,16GB+1TB,tmall,,,,,,,,pending,
MEDIUM,OPPO,OPPO Find X9 Pro 卫星通信版,16GB+1TB,pdd,,,,,,,,pending,
MEDIUM,OPPO,OPPO Reno13,12GB+256,jd,,,,,,,,pending,
MEDIUM,OPPO,OPPO Reno13,12GB+256,tmall,,,,,,,,pending,
MEDIUM,OPPO,OPPO Reno13,12GB+256,pdd,,,,,,,,pending,
MEDIUM,OPPO,OPPO Reno13,12GB+512,jd,,,,,,,,pending,
MEDIUM,OPPO,OPPO Reno13,12GB+512,tmall,,,,,,,,pending,
MEDIUM,OPPO,OPPO Reno13,12GB+512,pdd,,,,,,,,pending,
MEDIUM,OPPO,OPPO Reno13,16GB+256,jd,,,,,,,,pending,
MEDIUM,OPPO,OPPO Reno13,16GB+256,tmall,,,,,,,,pending,
MEDIUM,OPPO,OPPO Reno13,16GB+256,pdd,,,,,,,,pending,
MEDIUM,OPPO,OPPO Reno13,16GB+512,jd,,,,,,,,pending,
MEDIUM,OPPO,OPPO Reno13,16GB+512,tmall,,,,,,,,pending,
MEDIUM,OPPO,OPPO Reno13,16GB+512,pdd,,,,,,,,pending,
MEDIUM,OPPO,OPPO Reno13,16GB+1TB,jd,,,,,,,,pending,
MEDIUM,OPPO,OPPO Reno13,16GB+1TB,tmall,,,,,,,,pending,
MEDIUM,OPPO,OPPO Reno13,16GB+1TB,pdd,,,,,,,,pending,
MEDIUM,OPPO,OPPO Reno13 Pro,12GB+256,jd,,,,,,,,pending,
MEDIUM,OPPO,OPPO Reno13 Pro,12GB+256,tmall,,,,,,,,pending,
MEDIUM,OPPO,OPPO Reno13 Pro,12GB+256,pdd,,,,,,,,pending,
MEDIUM,OPPO,OPPO Reno13 Pro,12GB+512,jd,,,,,,,,pending,
MEDIUM,OPPO,OPPO Reno13 Pro,12GB+512,tmall,,,,,,,,pending,
MEDIUM,OPPO,OPPO Reno13 Pro,12GB+512,pdd,,,,,,,,pending,
MEDIUM,OPPO,OPPO Reno13 Pro,16GB+512,jd,,,,,,,,pending,
MEDIUM,OPPO,OPPO Reno13 Pro,16GB+512,tmall,,,,,,,,pending,
MEDIUM,OPPO,OPPO Reno13 Pro,16GB+512,pdd,,,,,,,,pending,
MEDIUM,OPPO,OPPO Reno13 Pro,16GB+1TB,jd,,,,,,,,pending,
MEDIUM,OPPO,OPPO Reno13 Pro,16GB+1TB,tmall,,,,,,,,pending,
MEDIUM,OPPO,OPPO Reno13 Pro,16GB+1TB,pdd,,,,,,,,pending,
MEDIUM,OPPO,OPPO Reno14,12GB+256,jd,,,,,,,,pending,
MEDIUM,OPPO,OPPO Reno14,12GB+256,tmall,,,,,,,,pending,
MEDIUM,OPPO,OPPO Reno14,12GB+256,pdd,,,,,,,,pending,
MEDIUM,OPPO,OPPO Reno14,12GB+512,jd,,,,,,,,pending,
MEDIUM,OPPO,OPPO Reno14,12GB+512,tmall,,,,,,,,pending,
MEDIUM,OPPO,OPPO Reno14,12GB+512,pdd,,,,,,,,pending,
MEDIUM,OPPO,OPPO Reno14,16GB+256,jd,,,,,,,,pending,
MEDIUM,OPPO,OPPO Reno14,16GB+256,tmall,,,,,,,,pending,
MEDIUM,OPPO,OPPO Reno14,16GB+256,pdd,,,,,,,,pending,
MEDIUM,OPPO,OPPO Reno14,16GB+512,jd,,,,,,,,pending,
MEDIUM,OPPO,OPPO Reno14,16GB+512,tmall,,,,,,,,pending,
MEDIUM,OPPO,OPPO Reno14,16GB+512,pdd,,,,,,,,pending,
MEDIUM,OPPO,OPPO Reno14,16GB+1TB,jd,,,,,,,,pending,
MEDIUM,OPPO,OPPO Reno14,16GB+1TB,tmall,,,,,,,,pending,
MEDIUM,OPPO,OPPO Reno14,16GB+1TB,pdd,,,,,,,,pending,
MEDIUM,OPPO,OPPO Reno14 Pro,12GB+256,jd,,,,,,,,pending,
MEDIUM,OPPO,OPPO Reno14 Pro,12GB+256,tmall,,,,,,,,pending,
MEDIUM,OPPO,OPPO Reno14 Pro,12GB+256,pdd,,,,,,,,pending,
MEDIUM,OPPO,OPPO Reno14 Pro,12GB+512,jd,,,,,,,,pending,
MEDIUM,OPPO,OPPO Reno14 Pro,12GB+512,tmall,,,,,,,,pending,
MEDIUM,OPPO,OPPO Reno14 Pro,12GB+512,pdd,,,,,,,,pending,
MEDIUM,OPPO,OPPO Reno14 Pro,16GB+512,jd,,,,,,,,pending,
MEDIUM,OPPO,OPPO Reno14 Pro,16GB+512,tmall,,,,,,,,pending,
MEDIUM,OPPO,OPPO Reno14 Pro,16GB+512,pdd,,,,,,,,pending,
MEDIUM,OPPO,OPPO Reno14 Pro,16GB+1TB,jd,,,,,,,,pending,
MEDIUM,OPPO,OPPO Reno14 Pro,16GB+1TB,tmall,,,,,,,,pending,
MEDIUM,OPPO,OPPO Reno14 Pro,16GB+1TB,pdd,,,,,,,,pending,
MEDIUM,OPPO,OPPO Reno15,12GB+256,jd,,,,,,,,pending,
MEDIUM,OPPO,OPPO Reno15,12GB+256,tmall,,,,,,,,pending,
MEDIUM,OPPO,OPPO Reno15,12GB+256,pdd,,,,,,,,pending,
MEDIUM,OPPO,OPPO Reno15,12GB+512,jd,,,,,,,,pending,
MEDIUM,OPPO,OPPO Reno15,12GB+512,tmall,,,,,,,,pending,
MEDIUM,OPPO,OPPO Reno15,12GB+512,pdd,,,,,,,,pending,
MEDIUM,OPPO,OPPO Reno15,16GB+256,jd,,,,,,,,pending,
MEDIUM,OPPO,OPPO Reno15,16GB+256,tmall,,,,,,,,pending,
MEDIUM,OPPO,OPPO Reno15,16GB+256,pdd,,,,,,,,pending,
MEDIUM,OPPO,OPPO Reno15,16GB+512,jd,,,,,,,,pending,
MEDIUM,OPPO,OPPO Reno15,16GB+512,tmall,,,,,,,,pending,
MEDIUM,OPPO,OPPO Reno15,16GB+512,pdd,,,,,,,,pending,
MEDIUM,OPPO,OPPO Reno15,16GB+1TB,jd,,,,,,,,pending,
MEDIUM,OPPO,OPPO Reno15,16GB+1TB,tmall,,,,,,,,pending,
MEDIUM,OPPO,OPPO Reno15,16GB+1TB,pdd,,,,,,,,pending,
MEDIUM,OPPO,OPPO Reno15 Pro,12GB+256,jd,,,,,,,,pending,
MEDIUM,OPPO,OPPO Reno15 Pro,12GB+256,tmall,,,,,,,,pending,
MEDIUM,OPPO,OPPO Reno15 Pro,12GB+256,pdd,,,,,,,,pending,
MEDIUM,OPPO,OPPO Reno15 Pro,12GB+512,jd,,,,,,,,pending,
MEDIUM,OPPO,OPPO Reno15 Pro,12GB+512,tmall,,,,,,,,pending,
MEDIUM,OPPO,OPPO Reno15 Pro,12GB+512,pdd,,,,,,,,pending,
MEDIUM,OPPO,OPPO Reno15 Pro,16GB+512,jd,,,,,,,,pending,
MEDIUM,OPPO,OPPO Reno15 Pro,16GB+512,tmall,,,,,,,,pending,
MEDIUM,OPPO,OPPO Reno15 Pro,16GB+512,pdd,,,,,,,,pending,
MEDIUM,OPPO,OPPO Reno15 Pro,16GB+1TB,jd,,,,,,,,pending,
MEDIUM,OPPO,OPPO Reno15 Pro,16GB+1TB,tmall,,,,,,,,pending,
MEDIUM,OPPO,OPPO Reno15 Pro,16GB+1TB,pdd,,,,,,,,pending,
MEDIUM,OPPO,OPPO Reno15c,12GB+256,jd,,,,,,,,pending,
MEDIUM,OPPO,OPPO Reno15c,12GB+256,tmall,,,,,,,,pending,
MEDIUM,OPPO,OPPO Reno15c,12GB+256,pdd,,,,,,,,pending,
MEDIUM,OPPO,OPPO Reno15c,12GB+512,jd,,,,,,,,pending,
MEDIUM,OPPO,OPPO Reno15c,12GB+512,tmall,,,,,,,,pending,
MEDIUM,OPPO,OPPO Reno15c,12GB+512,pdd,,,,,,,,pending,
MEDIUM,OPPO,OPPO K12 Plus,8GB+256,jd,,,,,,,,pending,
MEDIUM,OPPO,OPPO K12 Plus,8GB+256,tmall,,,,,,,,pending,
MEDIUM,OPPO,OPPO K12 Plus,8GB+256,pdd,,,,,,,,pending,
MEDIUM,OPPO,OPPO K12 Plus,12GB+256,jd,,,,,,,,pending,
MEDIUM,OPPO,OPPO K12 Plus,12GB+256,tmall,,,,,,,,pending,
MEDIUM,OPPO,OPPO K12 Plus,12GB+256,pdd,,,,,,,,pending,
MEDIUM,OPPO,OPPO K12 Plus,12GB+512,jd,,,,,,,,pending,
MEDIUM,OPPO,OPPO K12 Plus,12GB+512,tmall,,,,,,,,pending,
MEDIUM,OPPO,OPPO K12 Plus,12GB+512,pdd,,,,,,,,pending,
MEDIUM,OPPO,OPPO K12s,8GB+128,jd,,,,,,,,pending,
MEDIUM,OPPO,OPPO K12s,8GB+128,tmall,,,,,,,,pending,
MEDIUM,OPPO,OPPO K12s,8GB+128,pdd,,,,,,,,pending,
MEDIUM,OPPO,OPPO K12s,8GB+256,jd,,,,,,,,pending,
MEDIUM,OPPO,OPPO K12s,8GB+256,tmall,,,,,,,,pending,
MEDIUM,OPPO,OPPO K12s,8GB+256,pdd,,,,,,,,pending,
MEDIUM,OPPO,OPPO K12s,12GB+256,jd,,,,,,,,pending,
MEDIUM,OPPO,OPPO K12s,12GB+256,tmall,,,,,,,,pending,
MEDIUM,OPPO,OPPO K12s,12GB+256,pdd,,,,,,,,pending,
MEDIUM,OPPO,OPPO K12s,12GB+512,jd,,,,,,,,pending,
MEDIUM,OPPO,OPPO K12s,12GB+512,tmall,,,,,,,,pending,
MEDIUM,OPPO,OPPO K12s,12GB+512,pdd,,,,,,,,pending,
MEDIUM,OPPO,OPPO K13 Turbo,12GB+256,jd,,,,,,,,pending,
MEDIUM,OPPO,OPPO K13 Turbo,12GB+256,tmall,,,,,,,,pending,
MEDIUM,OPPO,OPPO K13 Turbo,12GB+256,pdd,,,,,,,,pending,
MEDIUM,OPPO,OPPO K13 Turbo,12GB+512,jd,,,,,,,,pending,
MEDIUM,OPPO,OPPO K13 Turbo,12GB+512,tmall,,,,,,,,pending,
MEDIUM,OPPO,OPPO K13 Turbo,12GB+512,pdd,,,,,,,,pending,
MEDIUM,OPPO,OPPO K13 Turbo,16GB+256,jd,,,,,,,,pending,
MEDIUM,OPPO,OPPO K13 Turbo,16GB+256,tmall,,,,,,,,pending,
MEDIUM,OPPO,OPPO K13 Turbo,16GB+256,pdd,,,,,,,,pending,
MEDIUM,OPPO,OPPO K13 Turbo Pro,12GB+256,jd,,,,,,,,pending,
MEDIUM,OPPO,OPPO K13 Turbo Pro,12GB+256,tmall,,,,,,,,pending,
MEDIUM,OPPO,OPPO K13 Turbo Pro,12GB+256,pdd,,,,,,,,pending,
MEDIUM,OPPO,OPPO K13 Turbo Pro,12GB+512,jd,,,,,,,,pending,
MEDIUM,OPPO,OPPO K13 Turbo Pro,12GB+512,tmall,,,,,,,,pending,
MEDIUM,OPPO,OPPO K13 Turbo Pro,12GB+512,pdd,,,,,,,,pending,
MEDIUM,OPPO,OPPO K13 Turbo Pro,16GB+256,jd,,,,,,,,pending,
MEDIUM,OPPO,OPPO K13 Turbo Pro,16GB+256,tmall,,,,,,,,pending,
MEDIUM,OPPO,OPPO K13 Turbo Pro,16GB+256,pdd,,,,,,,,pending,
MEDIUM,OPPO,OPPO K13 Turbo Pro,16GB+512,jd,,,,,,,,pending,
MEDIUM,OPPO,OPPO K13 Turbo Pro,16GB+512,tmall,,,,,,,,pending,
MEDIUM,OPPO,OPPO K13 Turbo Pro,16GB+512,pdd,,,,,,,,pending,
MEDIUM,OPPO,OPPO K15 Pro+,12GB+256,jd,,,,,,,,pending,
MEDIUM,OPPO,OPPO K15 Pro+,12GB+256,tmall,,,,,,,,pending,
MEDIUM,OPPO,OPPO K15 Pro+,12GB+256,pdd,,,,,,,,pending,
MEDIUM,OPPO,OPPO K15 Pro+,12GB+512,jd,,,,,,,,pending,
MEDIUM,OPPO,OPPO K15 Pro+,12GB+512,tmall,,,,,,,,pending,
MEDIUM,OPPO,OPPO K15 Pro+,12GB+512,pdd,,,,,,,,pending,
MEDIUM,OPPO,OPPO A5,8GB+128,jd,,,,,,,,pending,
MEDIUM,OPPO,OPPO A5,8GB+128,tmall,,,,,,,,pending,
MEDIUM,OPPO,OPPO A5,8GB+128,pdd,,,,,,,,pending,
MEDIUM,OPPO,OPPO A5,8GB+256,jd,,,,,,,,pending,
MEDIUM,OPPO,OPPO A5,8GB+256,tmall,,,,,,,,pending,
MEDIUM,OPPO,OPPO A5,8GB+256,pdd,,,,,,,,pending,
MEDIUM,OPPO,OPPO A5,12GB+256,jd,,,,,,,,pending,
MEDIUM,OPPO,OPPO A5,12GB+256,tmall,,,,,,,,pending,
MEDIUM,OPPO,OPPO A5,12GB+256,pdd,,,,,,,,pending,
MEDIUM,OPPO,OPPO A5,12GB+512,jd,,,,,,,,pending,
MEDIUM,OPPO,OPPO A5,12GB+512,tmall,,,,,,,,pending,
MEDIUM,OPPO,OPPO A5,12GB+512,pdd,,,,,,,,pending,
MEDIUM,OPPO,OPPO A5 Pro,8GB+256,jd,,,,,,,,pending,
MEDIUM,OPPO,OPPO A5 Pro,8GB+256,tmall,,,,,,,,pending,
MEDIUM,OPPO,OPPO A5 Pro,8GB+256,pdd,,,,,,,,pending,
MEDIUM,OPPO,OPPO A5 Pro,8GB+512,jd,,,,,,,,pending,
MEDIUM,OPPO,OPPO A5 Pro,8GB+512,tmall,,,,,,,,pending,
MEDIUM,OPPO,OPPO A5 Pro,8GB+512,pdd,,,,,,,,pending,
MEDIUM,OPPO,OPPO A5 Pro,12GB+256,jd,,,,,,,,pending,
MEDIUM,OPPO,OPPO A5 Pro,12GB+256,tmall,,,,,,,,pending,
MEDIUM,OPPO,OPPO A5 Pro,12GB+256,pdd,,,,,,,,pending,
MEDIUM,OPPO,OPPO A5 Pro,12GB+512,jd,,,,,,,,pending,
MEDIUM,OPPO,OPPO A5 Pro,12GB+512,tmall,,,,,,,,pending,
MEDIUM,OPPO,OPPO A5 Pro,12GB+512,pdd,,,,,,,,pending,
MEDIUM,OPPO,OPPO A5 活力版,8GB+256,jd,,,,,,,,pending,
MEDIUM,OPPO,OPPO A5 活力版,8GB+256,tmall,,,,,,,,pending,
MEDIUM,OPPO,OPPO A5 活力版,8GB+256,pdd,,,,,,,,pending,
MEDIUM,OPPO,OPPO A5 活力版,12GB+256,jd,,,,,,,,pending,
MEDIUM,OPPO,OPPO A5 活力版,12GB+256,tmall,,,,,,,,pending,
MEDIUM,OPPO,OPPO A5 活力版,12GB+256,pdd,,,,,,,,pending,
MEDIUM,OPPO,OPPO A5 活力版,12GB+512,jd,,,,,,,,pending,
MEDIUM,OPPO,OPPO A5 活力版,12GB+512,tmall,,,,,,,,pending,
MEDIUM,OPPO,OPPO A5 活力版,12GB+512,pdd,,,,,,,,pending,
MEDIUM,OPPO,OPPO A5m,6GB+128,jd,,,,,,,,pending,
MEDIUM,OPPO,OPPO A5m,6GB+128,tmall,,,,,,,,pending,
MEDIUM,OPPO,OPPO A5m,6GB+128,pdd,,,,,,,,pending,
MEDIUM,OPPO,OPPO A5m,8GB+256,jd,,,,,,,,pending,
MEDIUM,OPPO,OPPO A5m,8GB+256,tmall,,,,,,,,pending,
MEDIUM,OPPO,OPPO A5m,8GB+256,pdd,,,,,,,,pending,
MEDIUM,OPPO,OPPO A5x,6GB+128,jd,,,,,,,,pending,
MEDIUM,OPPO,OPPO A5x,6GB+128,tmall,,,,,,,,pending,
MEDIUM,OPPO,OPPO A5x,6GB+128,pdd,,,,,,,,pending,
MEDIUM,OPPO,OPPO A5x,8GB+256,jd,,,,,,,,pending,
MEDIUM,OPPO,OPPO A5x,8GB+256,tmall,,,,,,,,pending,
MEDIUM,OPPO,OPPO A5x,8GB+256,pdd,,,,,,,,pending,
MEDIUM,OPPO,OPPO A5x,12GB+256,jd,,,,,,,,pending,
MEDIUM,OPPO,OPPO A5x,12GB+256,tmall,,,,,,,,pending,
MEDIUM,OPPO,OPPO A5x,12GB+256,pdd,,,,,,,,pending,
MEDIUM,OPPO,OPPO A6,8GB+256,jd,,,,,,,,pending,
MEDIUM,OPPO,OPPO A6,8GB+256,tmall,,,,,,,,pending,
MEDIUM,OPPO,OPPO A6,8GB+256,pdd,,,,,,,,pending,
MEDIUM,OPPO,OPPO A6,12GB+256,jd,,,,,,,,pending,
MEDIUM,OPPO,OPPO A6,12GB+256,tmall,,,,,,,,pending,
MEDIUM,OPPO,OPPO A6,12GB+256,pdd,,,,,,,,pending,
MEDIUM,OPPO,OPPO A6,12GB+512,jd,,,,,,,,pending,
MEDIUM,OPPO,OPPO A6,12GB+512,tmall,,,,,,,,pending,
MEDIUM,OPPO,OPPO A6,12GB+512,pdd,,,,,,,,pending,
MEDIUM,OPPO,OPPO A6 Pro,8GB+256,jd,,,,,,,,pending,
MEDIUM,OPPO,OPPO A6 Pro,8GB+256,tmall,,,,,,,,pending,
MEDIUM,OPPO,OPPO A6 Pro,8GB+256,pdd,,,,,,,,pending,
MEDIUM,OPPO,OPPO A6 Pro,12GB+256,jd,,,,,,,,pending,
MEDIUM,OPPO,OPPO A6 Pro,12GB+256,tmall,,,,,,,,pending,
MEDIUM,OPPO,OPPO A6 Pro,12GB+256,pdd,,,,,,,,pending,
MEDIUM,OPPO,OPPO A6 Pro,16GB+256,jd,,,,,,,,pending,
MEDIUM,OPPO,OPPO A6 Pro,16GB+256,tmall,,,,,,,,pending,
MEDIUM,OPPO,OPPO A6 Pro,16GB+256,pdd,,,,,,,,pending,
MEDIUM,OPPO,OPPO A6 Pro,16GB+512,jd,,,,,,,,pending,
MEDIUM,OPPO,OPPO A6 Pro,16GB+512,tmall,,,,,,,,pending,
MEDIUM,OPPO,OPPO A6 Pro,16GB+512,pdd,,,,,,,,pending,
MEDIUM,OPPO,OPPO A6k,8GB+256,jd,,,,,,,,pending,
MEDIUM,OPPO,OPPO A6k,8GB+256,tmall,,,,,,,,pending,
MEDIUM,OPPO,OPPO A6k,8GB+256,pdd,,,,,,,,pending,
MEDIUM,OPPO,OPPO A6k,8GB+512,jd,,,,,,,,pending,
MEDIUM,OPPO,OPPO A6k,8GB+512,tmall,,,,,,,,pending,
MEDIUM,OPPO,OPPO A6k,8GB+512,pdd,,,,,,,,pending,
MEDIUM,OPPO,OPPO A6k,12GB+256,jd,,,,,,,,pending,
MEDIUM,OPPO,OPPO A6k,12GB+256,tmall,,,,,,,,pending,
MEDIUM,OPPO,OPPO A6k,12GB+256,pdd,,,,,,,,pending,
MEDIUM,OPPO,OPPO A6m,6GB+128,jd,,,,,,,,pending,
MEDIUM,OPPO,OPPO A6m,6GB+128,tmall,,,,,,,,pending,
MEDIUM,OPPO,OPPO A6m,6GB+128,pdd,,,,,,,,pending,
MEDIUM,OPPO,OPPO A6m,6GB+256,jd,,,,,,,,pending,
MEDIUM,OPPO,OPPO A6m,6GB+256,tmall,,,,,,,,pending,
MEDIUM,OPPO,OPPO A6m,6GB+256,pdd,,,,,,,,pending,
MEDIUM,OPPO,OPPO A6t,6GB+128,jd,,,,,,,,pending,
MEDIUM,OPPO,OPPO A6t,6GB+128,tmall,,,,,,,,pending,
MEDIUM,OPPO,OPPO A6t,6GB+128,pdd,,,,,,,,pending,
MEDIUM,OPPO,OPPO A6x,6GB+128,jd,,,,,,,,pending,
MEDIUM,OPPO,OPPO A6x,6GB+128,tmall,,,,,,,,pending,
MEDIUM,OPPO,OPPO A6x,6GB+128,pdd,,,,,,,,pending,
MEDIUM,OPPO,OPPO A6x,6GB+256,jd,,,,,,,,pending,
MEDIUM,OPPO,OPPO A6x,6GB+256,tmall,,,,,,,,pending,
MEDIUM,OPPO,OPPO A6x,6GB+256,pdd,,,,,,,,pending,
MEDIUM,OPPO,OPPO A6x,8GB+256,jd,,,,,,,,pending,
MEDIUM,OPPO,OPPO A6x,8GB+256,tmall,,,,,,,,pending,
MEDIUM,OPPO,OPPO A6x,8GB+256,pdd,,,,,,,,pending,
MEDIUM,OPPO,OPPO A7 Pro,6GB+256,jd,,,,,,,,pending,
MEDIUM,OPPO,OPPO A7 Pro,6GB+256,tmall,,,,,,,,pending,
MEDIUM,OPPO,OPPO A7 Pro,6GB+256,pdd,,,,,,,,pending,
MEDIUM,OPPO,OPPO A7 Pro,8GB+256,jd,,,,,,,,pending,
MEDIUM,OPPO,OPPO A7 Pro,8GB+256,tmall,,,,,,,,pending,
MEDIUM,OPPO,OPPO A7 Pro,8GB+256,pdd,,,,,,,,pending,
MEDIUM,OPPO,OPPO A7 Pro Max,8GB+128,jd,,,,,,,,pending,
MEDIUM,OPPO,OPPO A7 Pro Max,8GB+128,tmall,,,,,,,,pending,
MEDIUM,OPPO,OPPO A7 Pro Max,8GB+128,pdd,,,,,,,,pending,
MEDIUM,OPPO,OPPO A7 Pro Max,8GB+256,jd,,,,,,,,pending,
MEDIUM,OPPO,OPPO A7 Pro Max,8GB+256,tmall,,,,,,,,pending,
MEDIUM,OPPO,OPPO A7 Pro Max,8GB+256,pdd,,,,,,,,pending,
MEDIUM,OPPO,OPPO A7 Pro Max,12GB+256,jd,,,,,,,,pending,
MEDIUM,OPPO,OPPO A7 Pro Max,12GB+256,tmall,,,,,,,,pending,
MEDIUM,OPPO,OPPO A7 Pro Max,12GB+256,pdd,,,,,,,,pending,
MEDIUM,OPPO,OPPO A7 Pro Max,12GB+512,jd,,,,,,,,pending,
MEDIUM,OPPO,OPPO A7 Pro Max,12GB+512,tmall,,,,,,,,pending,
MEDIUM,OPPO,OPPO A7 Pro Max,12GB+512,pdd,,,,,,,,pending,
HIGH,vivo,vivo X200,12GB+256,jd,4299.00,,,,,,,pending,
HIGH,vivo,vivo X200,12GB+256,tmall,4299.00,,,,,,,pending,
HIGH,vivo,vivo X200,12GB+256,pdd,4299.00,,,,,,,pending,
HIGH,vivo,vivo X200,12GB+512,jd,4699.00,,,,,,,pending,
HIGH,vivo,vivo X200,12GB+512,tmall,4699.00,,,,,,,pending,
HIGH,vivo,vivo X200,12GB+512,pdd,4699.00,,,,,,,pending,
HIGH,vivo,vivo X200,16GB+512,jd,4999.00,,,,,,,pending,
HIGH,vivo,vivo X200,16GB+512,tmall,4999.00,,,,,,,pending,
HIGH,vivo,vivo X200,16GB+512,pdd,4999.00,,,,,,,pending,
HIGH,vivo,vivo X200,16GB+1TB,jd,5499.00,,,,,,,pending,
HIGH,vivo,vivo X200,16GB+1TB,tmall,5499.00,,,,,,,pending,
HIGH,vivo,vivo X200,16GB+1TB,pdd,5499.00,,,,,,,pending,
HIGH,vivo,vivo X200 Pro mini,12GB+256,jd,4699.00,,,,,,,pending,
HIGH,vivo,vivo X200 Pro mini,12GB+256,tmall,4699.00,,,,,,,pending,
HIGH,vivo,vivo X200 Pro mini,12GB+256,pdd,4699.00,,,,,,,pending,
HIGH,vivo,vivo X200 Pro mini,12GB+512,jd,4999.00,,,,,,,pending,
HIGH,vivo,vivo X200 Pro mini,12GB+512,tmall,4999.00,,,,,,,pending,
HIGH,vivo,vivo X200 Pro mini,12GB+512,pdd,4999.00,,,,,,,pending,
HIGH,vivo,vivo X200 Pro mini,16GB+512,jd,5299.00,,,,,,,pending,
HIGH,vivo,vivo X200 Pro mini,16GB+512,tmall,5299.00,,,,,,,pending,
HIGH,vivo,vivo X200 Pro mini,16GB+512,pdd,5299.00,,,,,,,pending,
HIGH,vivo,vivo X200 Pro mini,16GB+1TB,jd,5799.00,,,,,,,pending,
HIGH,vivo,vivo X200 Pro mini,16GB+1TB,tmall,5799.00,,,,,,,pending,
HIGH,vivo,vivo X200 Pro mini,16GB+1TB,pdd,5799.00,,,,,,,pending,
HIGH,vivo,vivo X200 Ultra,12GB+256,jd,6499.00,,,,,,,pending,
HIGH,vivo,vivo X200 Ultra,12GB+256,tmall,6499.00,,,,,,,pending,
HIGH,vivo,vivo X200 Ultra,12GB+256,pdd,6499.00,,,,,,,pending,
HIGH,vivo,vivo X200 Ultra,16GB+512,jd,6999.00,,,,,,,pending,
HIGH,vivo,vivo X200 Ultra,16GB+512,tmall,6999.00,,,,,,,pending,
HIGH,vivo,vivo X200 Ultra,16GB+512,pdd,6999.00,,,,,,,pending,
MEDIUM,vivo,vivo X200 Ultra,16GB+1TB,jd,,,,,,,,pending,
MEDIUM,vivo,vivo X200 Ultra,16GB+1TB,tmall,,,,,,,,pending,
MEDIUM,vivo,vivo X200 Ultra,16GB+1TB,pdd,,,,,,,,pending,
HIGH,vivo,vivo S20,8GB+256,jd,2299.00,,,,,,,pending,
HIGH,vivo,vivo S20,8GB+256,tmall,2299.00,,,,,,,pending,
HIGH,vivo,vivo S20,8GB+256,pdd,2299.00,,,,,,,pending,
HIGH,vivo,vivo S20,12GB+256,jd,2599.00,,,,,,,pending,
HIGH,vivo,vivo S20,12GB+256,tmall,2599.00,,,,,,,pending,
HIGH,vivo,vivo S20,12GB+256,pdd,2599.00,,,,,,,pending,
HIGH,vivo,vivo S20,12GB+512,jd,2799.00,,,,,,,pending,
HIGH,vivo,vivo S20,12GB+512,tmall,2799.00,,,,,,,pending,
HIGH,vivo,vivo S20,12GB+512,pdd,2799.00,,,,,,,pending,
HIGH,vivo,vivo S20,16GB+512,jd,2999.00,,,,,,,pending,
HIGH,vivo,vivo S20,16GB+512,tmall,2999.00,,,,,,,pending,
HIGH,vivo,vivo S20,16GB+512,pdd,2999.00,,,,,,,pending,
MEDIUM,vivo,vivo S20 Pro,12GB+256,jd,,,,,,,,pending,
MEDIUM,vivo,vivo S20 Pro,12GB+256,tmall,,,,,,,,pending,
MEDIUM,vivo,vivo S20 Pro,12GB+256,pdd,,,,,,,,pending,
MEDIUM,vivo,vivo S20 Pro,12GB+512,jd,,,,,,,,pending,
MEDIUM,vivo,vivo S20 Pro,12GB+512,tmall,,,,,,,,pending,
MEDIUM,vivo,vivo S20 Pro,12GB+512,pdd,,,,,,,,pending,
MEDIUM,vivo,vivo S20 Pro,16GB+512,jd,,,,,,,,pending,
MEDIUM,vivo,vivo S20 Pro,16GB+512,tmall,,,,,,,,pending,
MEDIUM,vivo,vivo S20 Pro,16GB+512,pdd,,,,,,,,pending,
HIGH,vivo,vivo S30,12GB+256,jd,2699.00,,,,,,,pending,
HIGH,vivo,vivo S30,12GB+256,tmall,2699.00,,,,,,,pending,
HIGH,vivo,vivo S30,12GB+256,pdd,2699.00,,,,,,,pending,
HIGH,vivo,vivo S30,12GB+512,jd,2999.00,,,,,,,pending,
HIGH,vivo,vivo S30,12GB+512,tmall,2999.00,,,,,,,pending,
HIGH,vivo,vivo S30,12GB+512,pdd,2999.00,,,,,,,pending,
HIGH,vivo,vivo S30,16GB+512,jd,3299.00,,,,,,,pending,
HIGH,vivo,vivo S30,16GB+512,tmall,3299.00,,,,,,,pending,
HIGH,vivo,vivo S30,16GB+512,pdd,3299.00,,,,,,,pending,
HIGH,vivo,vivo S30 Pro mini,12GB+256,jd,3499.00,,,,,,,pending,
